,PC1,PC2,PC3
0,0.0012692977170006953,0.001680106233446619,-0.14430415792260176
1,-0.0007385652998935172,0.002247803392205097,-0.14364143705980997
2,0.010282821236878868,-0.0003898501395790746,-0.14678536836016964
3,0.0002465702508780079,0.0018546280532389999,-0.14443032148976567
4,0.003587365351269461,0.0012579410283377092,-0.14417223101078758
5,-0.003223429285813364,0.006303328189007995,-0.11737526431989832
6,0.00805105637261868,0.000685070034521288,-0.14448276062030824
7,0.009556711526906722,-0.00022746506056067067,-0.1466149837732969
8,0.002040784409496716,0.001453375179252786,-0.14485134109910924
9,0.009384134326330194,-0.00018887039369587522,-0.14657448783918642
10,0.0066351508111601575,0.000425904342448314,-0.14592942772828865
11,0.012025160569975182,-0.0007723692151232683,-0.14716650112625027
12,0.004906643401773822,0.000872149867157725,-0.14529233498780175
13,0.0019724756022124917,0.001791108164246687,-0.143815551776061
14,0.010108852799489703,-0.00035094434061093416,-0.14674454593784753
15,0.0115300271417148,-0.000609032726194017,-0.1466636132982747
16,0.008137292412048865,0.00037733353962771457,-0.14539413305043225
17,0.008410248397655792,0.00014864527250983,-0.14551545755173187
18,-0.0003543765158972664,0.0020483748506524646,-0.14405869140800875
19,0.008930864222505172,0.0001531786761295277,-0.1446168420450848
20,0.00594309874545339,0.000588021994659552,-0.14573847966154863
21,0.0029049633898607483,0.0012674398953342785,-0.14502565408723442
22,-0.000756162389513854,0.0020788762857904277,-0.14419502623831443
23,0.009645192435685429,-0.0002472526755675532,-0.14663574616243077
24,0.01148473542487265,-0.0005082756741351113,-0.1460256937271574
25,0.010099552525155268,-0.00034886445404511135,-0.1467423636146557
26,0.004704636327876992,0.0008650244263822219,-0.1454477285125089
27,0.010488211413181146,-0.0004283350776363541,-0.14680462481940038
28,0.004554705826716705,0.0008911690519602181,-0.145441242924585
29,0.0031979382757038165,0.001459246480211925,-0.14429521595809808
30,0.00024227026137512727,0.0018629875780440347,-0.1444005677563784
31,0.0023837268236502267,0.001877522462157979,-0.14337280550274475
32,0.008715765071013293,-3.939822321125455e-05,-0.14641765229470438
33,0.002518056633218886,0.0014064567577393352,-0.14473153205715625
34,0.00977061292255779,-0.00026805928233799084,-0.14663703730678024
35,0.003693126558906835,0.001091237352109524,-0.14521036665769155
36,0.0024451623796377343,0.0021287875546976724,-0.14257697453777482
37,0.006863064634882303,0.0005228641672583925,-0.14496052237075996
38,0.009504999455029669,-0.00021590032210466042,-0.14660284933007459
39,0.003566795939229278,0.0011341627386726328,-0.1451235845382089
40,0.00830723895562726,5.196337767347098e-05,-0.14632178998223883
41,0.0020559876355919597,0.0014572779517554287,-0.14482653341892196
42,0.00088637969317956,0.0017115429169486497,-0.14458045538471054
43,0.00588666984712833,0.0006523979869777416,-0.14552398757281754
44,0.008748823479945402,0.000539919601736015,-0.14461283193755645
45,0.0034584109646899857,0.0011952110125414105,-0.1449548770707722
46,0.0011739025351478393,0.001835170617156534,-0.1440316650978563
47,-0.01918621361758434,0.05684117766826727,0.0012974339684056289
48,-0.01733109828262413,0.05737621556619327,0.0006320158679449211
49,-0.002717699901055394,0.005426060083347442,-0.0005065768335776877
50,-0.01133559557170564,0.00013224530480168348,-0.0733859766513448
51,0.013823496895471073,-0.01627461592120548,0.000465980284737098
52,0.01576972090854168,-0.014292167564455747,-0.0007422281834008407
53,-0.00029467542931499793,0.004946259643363614,-0.001041389332725573
54,-0.10902407352562395,-0.0017589458464634111,0.004405686235988304
55,-0.02059196951538292,0.05499147890217553,0.0016273599369200373
56,-0.030043655188578034,0.026440210933038416,0.0024643326045266246
57,-0.10925438572961263,-0.0017074394899924406,0.004459729925484102
58,-0.08476218067589171,0.01507766252070819,-0.0019667613425699004
59,-0.11426262558794208,-0.00856075042879599,0.002087927838896997
60,-0.1287124596291687,-0.011463575769956734,0.0023690236354108885
61,-0.031093882679809524,0.00021987668357308955,-0.0001304415251822883
62,-0.11820565643793621,0.0002943968438791078,0.0065601817693975994
63,-0.02468513411702191,-0.003395940134043259,-0.0008946303397304707
64,-0.033276149581055695,0.029379693447351023,0.0025009494560789634
65,0.014600949776297011,-0.014110620366657983,-0.0004516661603673911
66,-0.03709593937444014,0.0015621593130372008,0.0012779653336147901
67,-0.10953196403388886,-0.0016453626816045896,0.004524864794966221
68,-0.034546483103281844,-0.012930911557062006,0.0007925727250167117
69,-0.1161235545100808,-0.00017123841939170603,0.006071608138019324
70,-0.03726820545106722,0.0016006844006512169,0.001318388264550249
71,-0.10747522934145781,-0.0021053248911772487,0.004042243686878139
72,-0.035630718850340956,0.0012344816258632952,0.0009341454164966045
73,-0.04060118477278856,0.002346062273701058,0.0021004853317975036
74,-0.03227422915318247,0.0004838459612514414,0.00014653154489430924
75,-0.003090053529240319,0.005546875876652209,-0.0003987850137334506
76,-0.015153917667118433,0.05390313358027211,0.0003607459803640204
77,-0.04225789858197471,0.0027165649665613287,0.0024892399222045045
78,-0.10948133247680132,-0.0016566857756240838,0.004512983896263312
79,0.0165080520765386,-0.014583763143011526,-0.0008841140001400079
80,-0.051076612580889566,0.029871953922931474,-0.010552500832580636
81,-0.02283060030804565,0.02371611448919569,0.0006524429718494972
82,-0.02768720207406137,0.027902514434985072,0.0011726804143379786
83,-0.0734384417650448,0.002247915461348244,-8.131692644144115e-05
84,-0.061492857447500555,0.020848314065173054,-0.0008117677825648477
85,-0.030813118055650318,0.025775935219665355,0.0025550678839238684
86,-0.03750360233756958,0.0016533278784814096,0.0013736250946472335
87,0.006174252616633156,-0.012056493366871333,-0.0014535059342989376
88,-0.019111956546737245,0.05663322254106232,0.001162255193028097
89,-0.013059185300250721,0.05448451224890744,-0.0005552268490898321
90,-0.005235250779168296,0.05955584160341838,-0.001324178658165507
91,-0.04987117296974007,0.010266813286795247,-0.0024919443076981303
92,-0.005207619847785325,0.10872163905859045,0.0022432071824870425
93,-0.06194031562105077,0.019746473437440158,-0.003271774187479759
94,-0.06252798034624105,-0.029909372967197825,-0.005030502211371191
95,-0.022334287784612324,0.024358596295026402,0.001455208304679002
96,-0.10597662304065093,0.002229377378732426,-0.002687721663769023
97,-0.003432821798075164,0.10832472775002719,0.0018267436597977137
98,0.00028540170816392096,0.03873062326686258,2.0294715101586147e-05
99,0.0014715234897851592,0.10722793413274175,0.0006759192185983058
100,-0.012843625490777763,0.06978021403960971,0.0010540945033936377
101,-0.09920403765087307,0.00541671766507434,-0.0034395021873316264
102,-0.006090074772744272,0.10891898813525303,0.0024502788087008244
103,-0.0022194265349715636,0.10805336809377894,0.0015420155466525291
104,-0.006229851879679504,0.108950247932357,0.002483078062978117
105,-0.008040229773740276,0.10935511568545922,0.0029078905503633536
106,0.016239717693453434,0.007195465328099214,-0.0016871207888400769
107,-0.1545987393567228,-0.043119176279170515,-0.009226919439696488
108,0.023259664775858023,-0.025670189294362048,0.0005187914258484366
109,-0.01840268312761449,0.08569414819488541,0.0006637964277582901
110,-0.0022873991846933533,0.10806856921561844,0.001557965605397688
111,-0.0028811652369619134,0.1082013574888664,0.0016972952059598363
112,-0.16470771816973645,-0.040858433184340195,-0.006854806626655302
113,-0.0053396360604160975,0.10875116266212786,0.0022741853228404833
114,0.030380288499001436,-0.027262625022943743,-0.0011520917081648168
115,-0.005140080039168701,0.1087065345511673,0.002227358695563132
116,-0.16201600346655784,-0.04146040066882799,-0.007486428415611715
117,0.012579630977243392,-0.01027438141616379,-7.318685202227504e-05
118,-0.004984909148070149,0.10867183262366337,0.002190947217992705
119,0.0012214139933989232,0.10728386835425897,0.000734608413673973
120,-0.005624755250919503,0.10881492591612117,0.0023410896926610416
121,0.017033788553497194,0.007017881613677656,-0.0018734527251340616
122,-0.16333752967880177,-0.041164858407199856,-0.007176326963943561
123,-0.004895407497669313,0.10865181665143644,0.002169945295740824
124,0.017756459543235997,0.006856265575061943,-0.0020430303955202567
125,-0.006587240157090023,0.056909841437313785,0.0006359163054548474
126,-0.004350198954228904,0.10852988777867499,0.0020420099080140845
127,-0.023591117317846674,0.08701347231322086,0.0019099004552992813
128,-0.15523376175795767,-0.042977161144679754,-0.009077908691702455
129,-0.1590409792429388,-0.04212572082751338,-0.00818452813830238
130,-0.1652142560048307,-0.04074515273227711,-0.006735945541490235
131,-0.15986518067668556,-0.041941404485292835,-0.00799112768090228
132,0.0004999248807443096,0.10744522011378915,0.0009039087492697731
133,0.03141470126680543,-0.027493958107798776,-0.0013948208442484383
